,industry,job_title,company_name,location,summary,date_posted
408,teaching,Preschool Teacher-Garden Connection,Nature's Lab School,N/A,"This position is responsible for the creation of hands-on, experiential activities for our young students around a garden-based curriculum, the daily operations…",21 days ago
409,teaching,Preschool Teacher,St. Mary School,N/A,"All applicants will be at least 18 years of age, have completed at least 12 core ECE units, have at least 6 months of experience in a licensed child care center…",30+ days ago
410,teaching,Assistant Professor (Clinical X Series) - Endourology,"University of California, Davis",N/A,The candidate must meet these basic qualifications: possess a Medical Degree; completion of an approved fellowship in Endourology on or before the start of the…,22 days ago
411,teaching,Tenure Track Faculty - Audiology,"California State University, Sacramento",N/A,"For “Portfolio” provide documentation of any applicable research experience as a document.
Job Title Tenure Track Faculty - Audiology.
Full/Part Time Full Time.",13 days ago
412,teaching,Preschool Teacher,Smallville Preschool,N/A,"Using a variety of teaching methods, including artistic expression, educational play, and storytelling, you will teach children to identify shapes, colors,…",3 days ago
413,teaching,Department of Political Science - International Relations,"University of California, Davis",N/A,"The Department of Political Science at the University of California, Davis invites applications for a tenure-track position at the Assistant Professor level in…",30+ days ago
414,teaching,Accounting Adjunct Assistant Professor,Los Rios Community College District,N/A,"The Los Rios Community College District is seeking a pool of qualified applicants for possible temporary part-time teaching assignments.
Total Hrs per Week/Day.",30+ days ago
415,teaching,Preschool Teacher,Stepping Stones School at River Life,N/A,There is structured learning time as well as child guided playtime where teachers continue to teach learning objectives through play.*.,30+ days ago
416,teaching,Assistant / Associate Professor of Biotechnology and Neurobiology,California Northstate University,N/A,"Develop an effective teaching style informed by best practices in education literature.
Demonstrated ability to develop innovative teaching strategies, and…",30+ days ago
417,teaching,Secondary English/ELA Teacher,GetSelected.com,N/A,"Have an education degree, in-progress or completed teaching certification, and/or teaching experience.
Seeking Secondary English/ELA Teachers at multiple…",12 days ago
418,teaching,Agriculture Adjunct Assistant Professor,Los Rios Community College District,N/A,"The Los Rios Community College District is seeking a pool of qualified applicants for possible temporary part-time teaching assignments.
Total Hrs per Week/Day.",30+ days ago
419,teaching,Preschool Teacher for Infant/Toddler,Spring Education Group,N/A,"Engaging, creative and full of sparkle are a few words that describe our preschool teaching professionals.
You like being creative within the framework of the…",17 days ago
420,teaching,Preschool Teacher,Bruceville KinderCare,N/A,"As a Teacher you will have the freedom to act silly, create adventures, and teach children lifelong lessons that go beyond the classroom.",18 days ago
421,teaching,Preschool Teacher Assistant,Cadence Education,N/A,"High school diploma or equivalent.
Must be at least 18 years old.
Must meet all state preschool teacher assistant requirements.",15 days ago
422,teaching,Teacher - School Age Program,Penny Valley Child Care Inc. Ready Set Go Children...,N/A,"General cleaning of classroom and common areas, plan activities, and physically able to play games outside with the children.
Assisting other staff when needed.",30+ days ago
423,teaching,Preschool Teacher-Garden Connection,Nature's Lab School,N/A,"This position is responsible for the creation of hands-on, experiential activities for our young students around a garden-based curriculum, the daily operations…",21 days ago
424,teaching,Preschool Teacher,St. Mary School,N/A,"All applicants will be at least 18 years of age, have completed at least 12 core ECE units, have at least 6 months of experience in a licensed child care center…",30+ days ago
425,teaching,Assistant Professor (Clinical X Series) - Endourology,"University of California, Davis",N/A,The candidate must meet these basic qualifications: possess a Medical Degree; completion of an approved fellowship in Endourology on or before the start of the…,22 days ago
426,teaching,Teachers at Vintage KinderCare,KinderCare Learning Centers,"Sacramento, CA","Create a safe, nurturing environment where children can play and learn.
Support your center’s success by partnering with center staff and leadership to achieve…",12 days ago
427,teaching,Tenure Track Faculty - Audiology,"California State University, Sacramento",N/A,"For “Portfolio” provide documentation of any applicable research experience as a document.
Job Title Tenure Track Faculty - Audiology.
Full/Part Time Full Time.",13 days ago
428,teaching,Preschool Teacher,Smallville Preschool,N/A,"Using a variety of teaching methods, including artistic expression, educational play, and storytelling, you will teach children to identify shapes, colors,…",3 days ago
429,teaching,Preschool Teacher - Toddlers,Merryhill School,"Davis, CA 95618 (Downtown Core area)","Their curiosity, questioning, and zest for life inspire our passionate educators every day.
As a preschool teacher you’ll help preschoolers develop their…",23 days ago
430,teaching,Department of Political Science - International Relations,"University of California, Davis",N/A,"The Department of Political Science at the University of California, Davis invites applications for a tenure-track position at the Assistant Professor level in…",30+ days ago
431,teaching,Accounting Adjunct Assistant Professor,Los Rios Community College District,N/A,"The Los Rios Community College District is seeking a pool of qualified applicants for possible temporary part-time teaching assignments.
Total Hrs per Week/Day.",30+ days ago
432,teaching,Preschool Teacher - Infants,Merryhill School,"Sacramento, CA 95833 (South Natomas area)","Their curiosity, questioning, and zest for life inspire our passionate educators every day.
As a preschool teacher you’ll help preschoolers develop their…",30+ days ago
433,teaching,Preschool Teacher,Stepping Stones School at River Life,N/A,There is structured learning time as well as child guided playtime where teachers continue to teach learning objectives through play.*.,30+ days ago
434,teaching,Assistant / Associate Professor of Biotechnology and Neurobiology,California Northstate University,N/A,"Develop an effective teaching style informed by best practices in education literature.
Demonstrated ability to develop innovative teaching strategies, and…",30+ days ago
435,teaching,Secondary English/ELA Teacher,GetSelected.com,N/A,"Have an education degree, in-progress or completed teaching certification, and/or teaching experience.
Seeking Secondary English/ELA Teachers at multiple…",12 days ago
436,teaching,Preschool Teacher for Infant/Toddler (FT),Spring Education Group,N/A,"As a preschool teacher, you’ll help preschoolers develop their problem-solving skills, guide them in both structured learning and playtime, and prepare them…",2 days ago
437,teaching,K-12 Academic Tutor and Mentor | Full-time,City Year,"Sacramento, CA","Diverse teams of City Year AmeriCorps members provide support to students, classrooms and the whole school, helping to ensure that students in systemically…",30+ days ago
438,teaching,Lecturer - Department of Political Science 2020-21,"University of California, Davis",N/A,"The Department seeks applicants with demonstrated research and teaching expertise.
Availability of this position depends upon final administrative approval and…",30+ days ago
